Mpha_RNA1086_R9	gene_0
Aech_RNA3624_R0	gene_8126
Dqua_RNA6835_R0	gene_8126
Lhum_RNA23348_R0	gene_8126
Lhum_RNA23347_R0	gene_8126
Lhum_RNA23345_R0	gene_8126
Lhum_RNA23344_R0	gene_8126
Lhum_RNA23343_R0	gene_8126
Nvit_RNA813_R0	gene_8126
Amel_RNA1049_R0	gene_8126
Mpha_RNA11193_R0	gene_8127
Dmel_RNA29389_R0	gene_8127
Mpha_RNA11195_R0	gene_8128
Mpha_RNA11197_R0	gene_8129
Mpha_RNA11203_R0	gene_8130
Mpha_RNA11191_R0	gene_8131
Lhum_RNA14921_R0	gene_8132
Mpha_RNA11201_R0	gene_8133
Cbir_RNA12057_R0	gene_8134
Mpha_RNA11202_R0	gene_8135
Dmel_RNA2788_R0	gene_8136
Mpha_RNA11206_R0	gene_8137
Mpha_RNA11210_R0	gene_8138
Aech_RNA17283_R0	gene_8138
Mpha_RNA11211_R0	gene_8139
Mpha_RNA11220_R0	gene_8140
Sinv_RNA8498_R0	gene_8140
Amel_RNA3419_R0	gene_8140
Amel_RNA22608_R1	gene_8140
Sinv_RNA9041_R0	gene_8140
Sinv_RNA11481_R0	gene_8141
Mpha_RNA11215_R0	gene_8142
Mpha_RNA11218_R0	gene_8143
Lhum_RNA21163_R2	gene_8144
Mpha_RNA11219_R0	gene_8145
Mpha_RNA11222_R0	gene_8146
Mpha_RNA11225_R0	gene_8147
Mpha_RNA11227_R0	gene_8148
Nvit_RNA5646_R0	gene_8148
Mpha_RNA11232_R0	gene_8149
Mpha_RNA11233_R0	gene_8150
Mpha_RNA11234_R0	gene_8151
Cbir_RNA9876_R0	gene_8152
Mpha_RNA11229_R0	gene_8153
Sinv_RNA13581_R0	gene_8153
Cbir_RNA9890_R0	gene_8153
Mpha_RNA11249_R0	gene_8154
Mpha_RNA11252_R0	gene_8155
Mpha_RNA11260_R0	gene_8156
Cbir_RNA25154_R0	gene_8156
Mpha_RNA1973_R1	gene_8157
Sinv_RNA11283_R0	gene_8158
Aech_RNA5140_R0	gene_8159
Mpha_RNA11239_R0	gene_8160
Mpha_RNA11240_R0	gene_8161
Mpha_RNA11241_R0	gene_8162
Mpha_RNA11242_R0	gene_8163
Mpha_RNA11243_R0	gene_8164
Mpha_RNA11245_R0	gene_8165
Mpha_RNA11247_R0	gene_8166
Mpha_RNA11248_R0	gene_8167
Mpha_RNA11246_R0	gene_8168
Sinv_RNA16995_R0	gene_8169
Mpha_RNA11244_R0	gene_8170
Mpha_RNA11251_R0	gene_8171
Sinv_RNA16985_R0	gene_8172
Mpha_RNA11259_R0	gene_8173
Mpha_RNA11258_R0	gene_8173
Dmel_RNA12499_R0	gene_8173
Nvit_RNA23170_R2	gene_8173
Mpha_RNA11263_R0	gene_8174
Mpha_RNA11265_R0	gene_8175
Mpha_RNA11268_R0	gene_8176
Mpha_RNA11264_R0	gene_8177
Mpha_RNA11266_R0	gene_8178
Mpha_RNA11267_R0	gene_8178
Dmel_RNA13485_R0	gene_8178
Mpha_RNA11270_R0	gene_8179
Aech_RNA5777_R0	gene_8180
Dmel_RNA7568_R2	gene_8180
Nvit_RNA6623_R2	gene_8180
Dqua_RNA20631_R4	gene_8181
Dqua_RNA21303_R1	gene_8182
Mpha_RNA11272_R0	gene_8183
Mpha_RNA11273_R0	gene_8184
Mpha_RNA11275_R0	gene_8185
Sinv_RNA21336_R5	gene_8186
Mpha_RNA11274_R0	gene_8187
Aech_RNA5098_R0	gene_8187
Mpha_RNA11276_R0	gene_8188
Aech_RNA7557_R0	gene_8188
Lhum_RNA12595_R0	gene_8189
Mpha_RNA11280_R0	gene_8190
Mpha_RNA11282_R0	gene_8191
Dmel_RNA23671_R2	gene_8191
Aech_RNA2509_R6	gene_8191
Dmel_RNA32355_R3	gene_8191
Sinv_RNA20736_R0	gene_8192
Mpha_RNA11283_R0	gene_8193
Lhum_RNA1236_R0	gene_8194
Mpha_RNA11293_R0	gene_8195
Sinv_RNA16581_R0	gene_8195
Mpha_RNA11297_R0	gene_8196
Lhum_RNA10215_R3	gene_8196
Aech_RNA15556_R3	gene_8196
Sinv_RNA21016_R3	gene_8196
Mpha_RNA11298_R0	gene_8197
Mpha_RNA11299_R0	gene_8197
Mpha_RNA11300_R0	gene_8197
Mpha_RNA11301_R0	gene_8197
Lhum_RNA2334_R0	gene_8197
Amel_RNA10498_R5	gene_8197
Mpha_RNA11285_R0	gene_8198
Dqua_RNA1086_R0	gene_8198
Mpha_RNA11288_R0	gene_8199
Mpha_RNA11294_R0	gene_8200
Mpha_RNA11302_R0	gene_8201
Nvit_RNA9252_R0	gene_8201
Mpha_RNA11303_R0	gene_8201
Mpha_RNA11304_R0	gene_8202
Mpha_RNA11305_R0	gene_8203
Mpha_RNA11317_R0	gene_8204
Mpha_RNA11318_R0	gene_8205
Cbir_RNA18177_R0	gene_8206
Lhum_RNA23415_R0	gene_8207
Aech_RNA20135_R0	gene_8208
Mpha_RNA11312_R0	gene_8209
Mpha_RNA11313_R0	gene_8210
Mpha_RNA11315_R0	gene_8211
Mpha_RNA11316_R0	gene_8211
Amel_RNA14043_R1	gene_8211
Mpha_RNA11314_R0	gene_8212
Amel_RNA14043_R2	gene_8212
Mpha_RNA11326_R0	gene_8213
Mpha_RNA11328_R0	gene_8214
Sinv_RNA20756_R0	gene_8214
Dmel_RNA33116_R0	gene_8214
Mpha_RNA11331_R0	gene_8215
Aech_RNA6682_R0	gene_8215
Sinv_RNA4380_R0	gene_8216
Mpha_RNA11325_R0	gene_8217
Mpha_RNA11327_R0	gene_8218
Mpha_RNA11329_R0	gene_8219
Amel_RNA28061_R8	gene_8219
Mpha_RNA11333_R0	gene_8220
Nvit_RNA10319_R0	gene_8221
Mpha_RNA11337_R0	gene_8222
Mpha_RNA11336_R0	gene_8222
Mpha_RNA11335_R0	gene_8222
Mpha_RNA11338_R0	gene_8222
Cbir_RNA15164_R0	gene_8222
Mpha_RNA11340_R0	gene_8223
Mpha_RNA11339_R0	gene_8223
Cbir_RNA12408_R0	gene_8223
Mpha_RNA11344_R0	gene_8224
Dqua_RNA11326_R0	gene_8224
Mpha_RNA11347_R0	gene_8225
Mpha_RNA11350_R0	gene_8226
Sinv_RNA14470_R0	gene_8227
Mpha_RNA11362_R0	gene_8228
Mpha_RNA11363_R0	gene_8229
Amel_RNA23550_R0	gene_8229
Cbir_RNA10573_R0	gene_8230
Dqua_RNA7354_R0	gene_8230
Mpha_RNA11349_R0	gene_8231
Mpha_RNA11353_R0	gene_8232
Dqua_RNA22500_R0	gene_8233
Mpha_RNA11357_R0	gene_8234
Mpha_RNA11359_R0	gene_8235
Aech_RNA16182_R0	gene_8236
Amel_RNA26954_R3	gene_8237
Aech_RNA6228_R0	gene_8238
Mpha_RNA11373_R0	gene_8239
Mpha_RNA11376_R0	gene_8240
Mpha_RNA11375_R0	gene_8240
Mpha_RNA11371_R0	gene_8241
Mpha_RNA11372_R0	gene_8241
Mpha_RNA11370_R0	gene_8242
Mpha_RNA11369_R0	gene_8243
Mpha_RNA11368_R0	gene_8243
Mpha_RNA11378_R0	gene_8244
Mpha_RNA11377_R0	gene_8244
Mpha_RNA11379_R0	gene_8244
Mpha_RNA11382_R0	gene_8245
Mpha_RNA11389_R0	gene_8246
Lhum_RNA15086_R0	gene_8246
Mpha_RNA11391_R0	gene_8247
Lhum_RNA15078_R0	gene_8247
Dmel_RNA16902_R0	gene_8247
Mpha_RNA11380_R0	gene_8248
Mpha_RNA11383_R0	gene_8249
Mpha_RNA11390_R0	gene_8250
Mpha_RNA11392_R0	gene_8251
Mpha_RNA11394_R0	gene_8252
Sinv_RNA21307_R0	gene_8252
Sinv_RNA20077_R0	gene_8253
Aech_RNA15019_R9	gene_8254
Mpha_RNA11393_R0	gene_8255
Sinv_RNA20080_R0	gene_8256
Lhum_RNA2602_R6	gene_8257
Lhum_RNA4275_R0	gene_8258
Nvit_RNA1332_R3	gene_8259
Mpha_RNA11401_R0	gene_8260
Aech_RNA20953_R0	gene_8261
Amel_RNA21211_R1	gene_8261
Amel_RNA28897_R1	gene_8261
Mpha_RNA11403_R0	gene_8262
Aech_RNA20957_R0	gene_8262
Mpha_RNA11407_R0	gene_8263
Dqua_RNA15134_R0	gene_8263
Lhum_RNA4271_R0	gene_8263
Dmel_RNA17078_R0	gene_8263
Mpha_RNA11408_R0	gene_8264
Mpha_RNA11409_R0	gene_8265
Mpha_RNA11417_R0	gene_8266
Mpha_RNA11418_R0	gene_8266
Mpha_RNA11416_R0	gene_8266
Mpha_RNA11427_R0	gene_8267
Sinv_RNA6813_R0	gene_8267
Mpha_RNA11428_R0	gene_8268
Aech_RNA2319_R0	gene_8268
Nvit_RNA1032_R9	gene_8268
Sinv_RNA4244_R6	gene_8268
Dmel_RNA19129_R0	gene_8268
Nvit_RNA13975_R7	gene_8268
Dmel_RNA19130_R0	gene_8268
Nvit_RNA9023_R6	gene_8268
Aech_RNA2091_R0	gene_8269
Mpha_RNA11433_R0	gene_8270
Mpha_RNA11434_R0	gene_8271
Mpha_RNA11437_R0	gene_8272
Mpha_RNA11441_R0	gene_8273
Mpha_RNA11448_R0	gene_8274
Sinv_RNA11322_R0	gene_8275
Mpha_RNA11420_R0	gene_8276
Mpha_RNA11421_R0	gene_8277
Mpha_RNA11424_R0	gene_8278
Mpha_RNA11426_R0	gene_8279
Mpha_RNA11425_R0	gene_8279
Mpha_RNA11431_R0	gene_8280
Mpha_RNA11432_R0	gene_8280
Sinv_RNA10801_R0	gene_8280
Sinv_RNA2659_R0	gene_8280
Mpha_RNA11429_R0	gene_8281
Mpha_RNA11436_R0	gene_8282
Mpha_RNA11438_R0	gene_8283
Mpha_RNA11439_R0	gene_8284
Mpha_RNA11442_R0	gene_8285
Mpha_RNA11447_R0	gene_8286
Mpha_RNA11449_R0	gene_8287
Mpha_RNA11457_R0	gene_8288
Mpha_RNA11459_R0	gene_8289
Mpha_RNA11453_R0	gene_8290
Mpha_RNA11456_R0	gene_8290
Mpha_RNA11458_R0	gene_8291
Mpha_RNA11462_R0	gene_8292
Sinv_RNA6761_R0	gene_8292
Dqua_RNA22404_R0	gene_8292
Mpha_RNA11460_R0	gene_8293
Sinv_RNA9680_R0	gene_8293
Mpha_RNA11472_R0	gene_8294
Aech_RNA12396_R0	gene_8294
Mpha_RNA11473_R0	gene_8295
Mpha_RNA11464_R0	gene_8296
Mpha_RNA11465_R0	gene_8296
Mpha_RNA11466_R0	gene_8296
Mpha_RNA11468_R0	gene_8297
Mpha_RNA11467_R0	gene_8297
Amel_RNA28898_R0	gene_8297
Mpha_RNA11470_R0	gene_8298
Cbir_RNA16373_R0	gene_8298
Sinv_RNA14013_R0	gene_8299
Lhum_RNA21493_R0	gene_8300
Mpha_RNA11477_R0	gene_8301
Aech_RNA7309_R0	gene_8301
Mpha_RNA11482_R0	gene_8302
Amel_RNA29173_R0	gene_8302
Mpha_RNA11483_R0	gene_8303
Sinv_RNA877_R0	gene_8304
Mpha_RNA11485_R0	gene_8305
Mpha_RNA11484_R0	gene_8305
Mpha_RNA11487_R0	gene_8305
Cbir_RNA7245_R0	gene_8305
Mpha_RNA11488_R0	gene_8306
Mpha_RNA11489_R0	gene_8306
Sinv_RNA16906_R0	gene_8306
Nvit_RNA17542_R0	gene_8306
Mpha_RNA11493_R0	gene_8307
Mpha_RNA11495_R0	gene_8308
Aech_RNA21528_R0	gene_8309
Mpha_RNA11497_R0	gene_8310
Mpha_RNA11500_R0	gene_8311
Lhum_RNA22636_R0	gene_8311
Aech_RNA9076_R0	gene_8312
Mpha_RNA11504_R0	gene_8313
Aech_RNA5144_R2	gene_8313
Aech_RNA6040_R0	gene_8314
Aech_RNA6044_R0	gene_8314
Amel_RNA7351_R0	gene_8314
Mpha_RNA11508_R0	gene_8315
Mpha_RNA11509_R0	gene_8316
Mpha_RNA11511_R0	gene_8317
Mpha_RNA11513_R0	gene_8318
Mpha_RNA11512_R0	gene_8318
Cbir_RNA23333_R0	gene_8318
Mpha_RNA11515_R0	gene_8319
Mpha_RNA11522_R0	gene_8320
Mpha_RNA11523_R0	gene_8321
Mpha_RNA11525_R0	gene_8322
Mpha_RNA11510_R0	gene_8323
Dmel_RNA8952_R0	gene_8323
Mpha_RNA11526_R0	gene_8324
Sinv_RNA983_R0	gene_8325
Nvit_RNA13665_R0	gene_8325
Sinv_RNA17888_R0	gene_8326
Mpha_RNA11533_R0	gene_8326
Mpha_RNA11535_R0	gene_8327
Mpha_RNA11534_R0	gene_8328
Aech_RNA9881_R0	gene_8328
Nvit_RNA6193_R0	gene_8328
Mpha_RNA11537_R0	gene_8329
Sinv_RNA11965_R0	gene_8329
Lhum_RNA4117_R0	gene_8330
Mpha_RNA1027_R9	gene_8331
Aech_RNA17384_R1	gene_8332
Mpha_RNA11540_R0	gene_8333
Sinv_RNA4244_R2	gene_8333
Sinv_RNA4245_R0	gene_8333
Sinv_RNA326_R2	gene_8333
Nvit_RNA9023_R4	gene_8333
Mpha_RNA11539_R0	gene_8334
Mpha_RNA11542_R0	gene_8335
Mpha_RNA11552_R0	gene_8336
Mpha_RNA11545_R0	gene_8337
Mpha_RNA11546_R0	gene_8337
Sinv_RNA250_R0	gene_8337
Mpha_RNA11555_R0	gene_8338
Mpha_RNA11556_R0	gene_8339
Mpha_RNA11557_R0	gene_8340
Mpha_RNA11558_R0	gene_8341
Sinv_RNA17626_R0	gene_8341
Lhum_RNA11715_R0	gene_8341
Cbir_RNA14699_R0	gene_8341
Cbir_RNA14700_R0	gene_8341
Mpha_RNA11544_R0	gene_8342
Mpha_RNA11550_R0	gene_8343
Mpha_RNA11553_R0	gene_8344
Nvit_RNA23252_R0	gene_8344
Sinv_RNA262_R0	gene_8345
Mpha_RNA11554_R0	gene_8346
Mpha_RNA11559_R0	gene_8347
Mpha_RNA11562_R0	gene_8348
Sinv_RNA17374_R8	gene_8349
Dqua_RNA8736_R6	gene_8350
Mpha_RNA11567_R0	gene_8351
Mpha_RNA11565_R0	gene_8352
Mpha_RNA11564_R0	gene_8352
Mpha_RNA11563_R0	gene_8352
Cbir_RNA2807_R0	gene_8352
Mpha_RNA11570_R0	gene_8353
Mpha_RNA11574_R0	gene_8354
Mpha_RNA11580_R0	gene_8355
Mpha_RNA11582_R0	gene_8355
Lhum_RNA10030_R0	gene_8355
Mpha_RNA11584_R0	gene_8356
Nvit_RNA6229_R0	gene_8356
Dmel_RNA2787_R9	gene_8356
Sinv_RNA61_R0	gene_8357
Mpha_RNA11587_R0	gene_8358
Mpha_RNA11569_R0	gene_8359
Mpha_RNA11571_R0	gene_8360
Mpha_RNA11573_R0	gene_8360
Mpha_RNA11577_R0	gene_8361
Mpha_RNA11579_R0	gene_8362
Mpha_RNA11583_R0	gene_8363
Mpha_RNA11586_R0	gene_8364
Lhum_RNA13080_R0	gene_8364
Cbir_RNA3196_R0	gene_8365
Mpha_RNA11592_R0	gene_8365
Mpha_RNA11591_R0	gene_8365
Cbir_RNA25421_R0	gene_8365
Nvit_RNA10446_R2	gene_8365
Mpha_RNA11595_R0	gene_8366
Aech_RNA8112_R0	gene_8367
Mpha_RNA11606_R0	gene_8367
Mpha_RNA11605_R0	gene_8367
Mpha_RNA11607_R0	gene_8367
Mpha_RNA11611_R0	gene_8368
Mpha_RNA11612_R0	gene_8368
Mpha_RNA11613_R0	gene_8369
Nvit_RNA4574_R0	gene_8369
Mpha_RNA11615_R0	gene_8370
Mpha_RNA11617_R0	gene_8371
Mpha_RNA11719_R2	gene_8371
Mpha_RNA11599_R0	gene_8372
Mpha_RNA11608_R0	gene_8373
Mpha_RNA11610_R0	gene_8373
Mpha_RNA11616_R0	gene_8374
Dmel_RNA28163_R0	gene_8374
Mpha_RNA11621_R0	gene_8375
Mpha_RNA11625_R0	gene_8376
Mpha_RNA11627_R0	gene_8377
Aech_RNA18257_R0	gene_8378
Mpha_RNA11620_R0	gene_8379
Aech_RNA18267_R0	gene_8379
Mpha_RNA11622_R0	gene_8380
Mpha_RNA11626_R0	gene_8381
Mpha_RNA11628_R0	gene_8382
Amel_RNA8932_R3	gene_8382
Mpha_RNA11630_R0	gene_8383
Mpha_RNA11643_R0	gene_8384
Mpha_RNA11645_R0	gene_8385
Sinv_RNA10426_R0	gene_8385
Dqua_RNA3151_R0	gene_8385
Amel_RNA3799_R0	gene_8385
Mpha_RNA11651_R0	gene_8386
Cbir_RNA15703_R1	gene_8387
Mpha_RNA11653_R0	gene_8388
Aech_RNA11529_R0	gene_8388
Dmel_RNA18480_R0	gene_8388
Dmel_RNA17529_R4	gene_8389
Mpha_RNA11631_R0	gene_8390
Mpha_RNA3534_R1	gene_8390
Mpha_RNA3533_R1	gene_8390
Mpha_RNA11634_R0	gene_8391
Mpha_RNA11638_R0	gene_8392
Mpha_RNA11641_R0	gene_8392
Aech_RNA11544_R0	gene_8392
Mpha_RNA11642_R0	gene_8393
Mpha_RNA11644_R0	gene_8394
Mpha_RNA11648_R0	gene_8395
Mpha_RNA11650_R0	gene_8396
Mpha_RNA11649_R0	gene_8396
Mpha_RNA11657_R0	gene_8397
Nvit_RNA23703_R0	gene_8397
Mpha_RNA11658_R0	gene_8398
Mpha_RNA11659_R0	gene_8399
Mpha_RNA11663_R0	gene_8400
Sinv_RNA11653_R0	gene_8401
Mpha_RNA11670_R0	gene_8402
Mpha_RNA11675_R0	gene_8403
Mpha_RNA11679_R0	gene_8404
Mpha_RNA11681_R0	gene_8405
Dmel_RNA118_R0	gene_8405
Mpha_RNA11682_R0	gene_8406
Cbir_RNA13778_R0	gene_8406
Mpha_RNA11687_R0	gene_8407
Amel_RNA3179_R0	gene_8407
Mpha_RNA11691_R0	gene_8408
Amel_RNA3279_R0	gene_8408
Mpha_RNA11660_R0	gene_8409
Amel_RNA16461_R0	gene_8409
Cbir_RNA1497_R0	gene_8410
Mpha_RNA11667_R0	gene_8411
Mpha_RNA11668_R0	gene_8412
Dmel_RNA18855_R0	gene_8412
Mpha_RNA11672_R0	gene_8413
Mpha_RNA11677_R0	gene_8414
Mpha_RNA11678_R0	gene_8414
Mpha_RNA11680_R0	gene_8415
Mpha_RNA11683_R0	gene_8416
Mpha_RNA11684_R0	gene_8416
Mpha_RNA11692_R0	gene_8417
Sinv_RNA12203_R1	gene_8417
Mpha_RNA11694_R0	gene_8418
Cbir_RNA10796_R1	gene_8419
Sinv_RNA11776_R0	gene_8420
Mpha_RNA11695_R0	gene_8421
Mpha_RNA11697_R0	gene_8421
Cbir_RNA24009_R0	gene_8421
Dmel_RNA28330_R1	gene_8421
Mpha_RNA11701_R0	gene_8422
Mpha_RNA11713_R0	gene_8423
Mpha_RNA11700_R0	gene_8424
Mpha_RNA11705_R0	gene_8425
Mpha_RNA11714_R0	gene_8426
Cbir_RNA1465_R0	gene_8426
Mpha_RNA11715_R0	gene_8427
Mpha_RNA11720_R0	gene_8428
Dmel_RNA21605_R0	gene_8428
Aech_RNA8570_R0	gene_8428
Cbir_RNA7674_R0	gene_8428
Aech_RNA9938_R0	gene_8428
Cbir_RNA7674_R1	gene_8429
Aech_RNA9938_R1	gene_8429
Mpha_RNA11723_R0	gene_8430
Mpha_RNA11726_R0	gene_8431
Mpha_RNA11719_R0	gene_8432
Aech_RNA18823_R0	gene_8433
Lhum_RNA5061_R0	gene_8433
Mpha_RNA11731_R0	gene_8434
Dmel_RNA2116_R0	gene_8435
Mpha_RNA11736_R0	gene_8436
Sinv_RNA14448_R0	gene_8437
Mpha_RNA11732_R0	gene_8438
Sinv_RNA14451_R0	gene_8439
Mpha_RNA11738_R0	gene_8440
Dmel_RNA9718_R0	gene_8440
Mpha_RNA11739_R0	gene_8441
Sinv_RNA3349_R0	gene_8442
Aech_RNA14251_R0	gene_8442
Sinv_RNA3352_R0	gene_8443
Mpha_RNA11741_R0	gene_8444
Mpha_RNA11748_R0	gene_8445
Lhum_RNA17685_R0	gene_8445
Dqua_RNA12854_R0	gene_8446
Sinv_RNA7446_R0	gene_8447
Mpha_RNA11751_R0	gene_8448
Nvit_RNA2988_R0	gene_8449
Sinv_RNA12748_R5	gene_8450
Cbir_RNA4877_R6	gene_8451
Aech_RNA16165_R2	gene_8452
Cbir_RNA5992_R5	gene_8453
Mpha_RNA11757_R0	gene_8454
Nvit_RNA14055_R0	gene_8455
Nvit_RNA14054_R0	gene_8455
Mpha_RNA11772_R0	gene_8456
Mpha_RNA11782_R0	gene_8457
Mpha_RNA11760_R0	gene_8458
Mpha_RNA11759_R0	gene_8458
Sinv_RNA10786_R0	gene_8458
Lhum_RNA10465_R0	gene_8458
Dqua_RNA9046_R0	gene_8458
Mpha_RNA11768_R0	gene_8459
Mpha_RNA11780_R0	gene_8460
Mpha_RNA11785_R0	gene_8461
Mpha_RNA9847_R4	gene_8461
Mpha_RNA3069_R3	gene_8461
Lhum_RNA419_R7	gene_8461
Sinv_RNA20282_R6	gene_8461
Mpha_RNA11783_R0	gene_8462
Lhum_RNA10215_R0	gene_8462
Sinv_RNA21016_R2	gene_8462
Aech_RNA15556_R2	gene_8462
Dmel_RNA9797_R0	gene_8463
Mpha_RNA11798_R0	gene_8464
Mpha_RNA11793_R0	gene_8465
Mpha_RNA11801_R0	gene_8466
Dmel_RNA17058_R0	gene_8467
Mpha_RNA11813_R0	gene_8468
Aech_RNA10444_R3	gene_8469
Mpha_RNA1769_R3	gene_8470
Lhum_RNA2505_R4	gene_8471
Mpha_RNA11815_R0	gene_8472
Cbir_RNA1173_R3	gene_8473
Cbir_RNA4884_R2	gene_8474
Cbir_RNA17623_R9	gene_8475
Mpha_RNA11818_R0	gene_8476
Sinv_RNA14745_R0	gene_8477
Cbir_RNA11634_R8	gene_8478
Aech_RNA4786_R0	gene_8479
Dmel_RNA394_R2	gene_8479
Sinv_RNA20936_R0	gene_8480
Dqua_RNA11755_R0	gene_8480
Dmel_RNA21261_R0	gene_8480
Mpha_RNA11825_R0	gene_8481
Aech_RNA13582_R0	gene_8481
Mpha_RNA11824_R0	gene_8482
Sinv_RNA20299_R0	gene_8483
Mpha_RNA11827_R0	gene_8484
Mpha_RNA11838_R0	gene_8485
Mpha_RNA11841_R0	gene_8486
Mpha_RNA11843_R0	gene_8487
Mpha_RNA11844_R0	gene_8488
Mpha_RNA11847_R0	gene_8489
Dmel_RNA30814_R3	gene_8490
Mpha_RNA11840_R0	gene_8491
Sinv_RNA10945_R0	gene_8491
Mpha_RNA11842_R0	gene_8492
Mpha_RNA11849_R0	gene_8493
Mpha_RNA11850_R0	gene_8494
Mpha_RNA14171_R1	gene_8494
Mpha_RNA11855_R0	gene_8495
Mpha_RNA11851_R0	gene_8496
Mpha_RNA11854_R0	gene_8496
Mpha_RNA11852_R0	gene_8496
Sinv_RNA3891_R0	gene_8496
Sinv_RNA3890_R0	gene_8496
Sinv_RNA4323_R0	gene_8497
Mpha_RNA369_R3	gene_8498
Sinv_RNA9263_R0	gene_8499
Lhum_RNA9714_R9	gene_8500
Mpha_RNA11869_R0	gene_8501
Mpha_RNA11868_R0	gene_8502
Aech_RNA16035_R0	gene_8502
Mpha_RNA11865_R0	gene_8503
Cbir_RNA11437_R2	gene_8504
Mpha_RNA11874_R0	gene_8505
Sinv_RNA13441_R0	gene_8505
Dqua_RNA18785_R0	gene_8505
Mpha_RNA11859_R0	gene_8506
Cbir_RNA14011_R0	gene_8506
Mpha_RNA11861_R0	gene_8507
Mpha_RNA11860_R0	gene_8508
Aech_RNA2221_R0	gene_8508
Mpha_RNA11862_R0	gene_8509
Lhum_RNA23028_R0	gene_8509
Amel_RNA19369_R0	gene_8509
Mpha_RNA11866_R0	gene_8510
Mpha_RNA11873_R0	gene_8511
Mpha_RNA11877_R0	gene_8512
Mpha_RNA11878_R0	gene_8513
Mpha_RNA11880_R0	gene_8513
Mpha_RNA11882_R0	gene_8514
Mpha_RNA11883_R0	gene_8514
Mpha_RNA11886_R0	gene_8515
Mpha_RNA11885_R0	gene_8515
Amel_RNA9125_R0	gene_8515
Mpha_RNA11892_R0	gene_8516
Cbir_RNA5344_R1	gene_8516
Cbir_RNA5343_R1	gene_8516
Sinv_RNA17288_R2	gene_8516
Cbir_RNA23848_R0	gene_8516
Lhum_RNA5249_R8	gene_8516
Mpha_RNA11889_R0	gene_8517
Lhum_RNA12284_R0	gene_8517
Cbir_RNA23848_R2	gene_8517
Sinv_RNA971_R4	gene_8517
Nvit_RNA724_R0	gene_8518
Mpha_RNA11896_R0	gene_8519
Sinv_RNA17304_R0	gene_8520
Mpha_RNA11899_R0	gene_8521
Mpha_RNA11898_R0	gene_8521
Mpha_RNA11903_R0	gene_8522
Mpha_RNA11902_R0	gene_8522
Mpha_RNA11905_R0	gene_8523
Mpha_RNA11909_R0	gene_8524
Mpha_RNA11910_R0	gene_8525
Mpha_RNA11900_R0	gene_8526
Mpha_RNA11906_R0	gene_8527
Cbir_RNA12157_R0	gene_8527
Mpha_RNA11907_R0	gene_8528
Nvit_RNA12783_R0	gene_8528
Sinv_RNA829_R0	gene_8529
Mpha_RNA11911_R0	gene_8530
Aech_RNA10154_R0	gene_8530
Mpha_RNA11912_R0	gene_8531
Nvit_RNA10408_R0	gene_8531
Mpha_RNA11917_R0	gene_8532
Mpha_RNA11915_R0	gene_8532
Aech_RNA6901_R0	gene_8532
Aech_RNA6896_R0	gene_8533
Dmel_RNA32615_R3	gene_8533
Mpha_RNA11914_R0	gene_8534
Mpha_RNA11918_R0	gene_8535
Dmel_RNA1406_R0	gene_8535
Mpha_RNA11921_R0	gene_8536
Amel_RNA19969_R0	gene_8536
Mpha_RNA11924_R0	gene_8537
Aech_RNA18750_R0	gene_8537
Aech_RNA22027_R0	gene_8538
Sinv_RNA1908_R0	gene_8538
Aech_RNA22026_R0	gene_8539
Mpha_RNA11932_R0	gene_8540
Mpha_RNA11933_R0	gene_8540
Mpha_RNA11934_R0	gene_8541
Mpha_RNA11939_R0	gene_8542
Mpha_RNA11938_R0	gene_8542
Mpha_RNA11940_R0	gene_8543
Mpha_RNA11942_R0	gene_8544
Sinv_RNA14664_R0	gene_8544
Mpha_RNA11944_R0	gene_8545
Mpha_RNA11949_R0	gene_8546
Mpha_RNA11947_R0	gene_8546
Mpha_RNA11946_R0	gene_8546
Dqua_RNA15045_R0	gene_8546
Aech_RNA16579_R0	gene_8546
Amel_RNA11282_R0	gene_8546
Cbir_RNA25388_R2	gene_8547
Mpha_RNA11935_R0	gene_8548
Mpha_RNA11936_R0	gene_8549
Cbir_RNA1942_R2	gene_8549
Mpha_RNA11941_R0	gene_8550
Mpha_RNA11943_R0	gene_8551
Cbir_RNA13483_R0	gene_8551
Mpha_RNA11945_R0	gene_8552
Nvit_RNA17254_R9	gene_8552
Mpha_RNA11951_R0	gene_8553
Cbir_RNA20476_R0	gene_8553
Cbir_RNA5185_R2	gene_8554
Mpha_RNA11954_R0	gene_8555
Dqua_RNA6133_R1	gene_8555
Mpha_RNA11955_R0	gene_8556
Sinv_RNA16950_R7	gene_8557
Mpha_RNA11953_R0	gene_8558
Dmel_RNA1884_R9	gene_8559
Mpha_RNA11957_R0	gene_8560
Mpha_RNA11961_R0	gene_8561
Mpha_RNA11971_R0	gene_8562
Sinv_RNA20972_R0	gene_8562
Mpha_RNA11977_R0	gene_8563
Mpha_RNA11980_R0	gene_8564
Dmel_RNA11421_R6	gene_8565
Dmel_RNA16645_R3	gene_8566
Mpha_RNA11989_R0	gene_8567
Mpha_RNA11995_R0	gene_8568
Amel_RNA11248_R0	gene_8568
Mpha_RNA11996_R0	gene_8569
Mpha_RNA11985_R0	gene_8570
Mpha_RNA11987_R0	gene_8570
Mpha_RNA11984_R0	gene_8570
Mpha_RNA11990_R0	gene_8571
Sinv_RNA5950_R0	gene_8571
Mpha_RNA11997_R0	gene_8572
