Dqua_RNA0_R0	gene_0
Dqua_RNA12550_R0	gene_7237
Dqua_RNA12551_R0	gene_7237
Aech_RNA13131_R0	gene_7237
Lhum_RNA15778_R0	gene_7237
Mpha_RNA22774_R1	gene_7237
Dqua_RNA12554_R0	gene_7238
Dqua_RNA604_R6	gene_7239
Sinv_RNA5391_R0	gene_7240
Dqua_RNA12579_R0	gene_7241
Dqua_RNA12581_R0	gene_7242
Dmel_RNA12755_R0	gene_7242
Dqua_RNA12584_R0	gene_7243
Cbir_RNA2268_R0	gene_7244
Dqua_RNA12591_R0	gene_7245
Dqua_RNA22462_R7	gene_7246
Dqua_RNA14710_R3	gene_7247
Aech_RNA9359_R5	gene_7248
Lhum_RNA16703_R6	gene_7249
Dqua_RNA1123_R3	gene_7250
Dqua_RNA12597_R0	gene_7251
Cbir_RNA24044_R1	gene_7252
Dqua_RNA12598_R0	gene_7253
Cbir_RNA23377_R0	gene_7254
Sinv_RNA18617_R0	gene_7254
Dmel_RNA24604_R1	gene_7254
Dqua_RNA12615_R0	gene_7255
Sinv_RNA22247_R5	gene_7256
Dqua_RNA18313_R1	gene_7257
Dqua_RNA18314_R1	gene_7258
Sinv_RNA2019_R0	gene_7259
Dqua_RNA12613_R0	gene_7260
Aech_RNA20386_R6	gene_7261
Lhum_RNA10939_R4	gene_7262
Lhum_RNA2620_R0	gene_7263
Nvit_RNA25612_R2	gene_7264
Aech_RNA21276_R1	gene_7265
Lhum_RNA12815_R3	gene_7266
Dqua_RNA12623_R0	gene_7267
Dqua_RNA12624_R0	gene_7267
Nvit_RNA13434_R0	gene_7267
Dqua_RNA12621_R0	gene_7268
Dqua_RNA12626_R0	gene_7269
Nvit_RNA23170_R0	gene_7269
Dqua_RNA12629_R0	gene_7270
Dqua_RNA12630_R0	gene_7271
Aech_RNA3095_R0	gene_7271
Aech_RNA3094_R0	gene_7271
Lhum_RNA23366_R0	gene_7271
Dqua_RNA12635_R0	gene_7272
Dqua_RNA12665_R0	gene_7273
Dmel_RNA5110_R0	gene_7273
Dqua_RNA12672_R0	gene_7274
Nvit_RNA2230_R0	gene_7274
Dqua_RNA12675_R0	gene_7275
Amel_RNA24196_R0	gene_7275
Dmel_RNA552_R0	gene_7275
Dqua_RNA12677_R0	gene_7276
Dqua_RNA12678_R0	gene_7276
Nvit_RNA24504_R0	gene_7276
Dqua_RNA12681_R0	gene_7277
Dqua_RNA12682_R1	gene_7277
Dqua_RNA12680_R0	gene_7278
Lhum_RNA8640_R0	gene_7278
Amel_RNA1069_R1	gene_7278
Dqua_RNA12685_R0	gene_7279
Mpha_RNA19767_R0	gene_7279
Dqua_RNA12686_R0	gene_7280
Nvit_RNA711_R0	gene_7280
Dqua_RNA12687_R0	gene_7281
Dqua_RNA12690_R0	gene_7282
Dqua_RNA12693_R0	gene_7283
Aech_RNA14422_R0	gene_7283
Aech_RNA14423_R0	gene_7283
Cbir_RNA1779_R0	gene_7283
Sinv_RNA6591_R0	gene_7283
Dqua_RNA12702_R0	gene_7284
Dqua_RNA12703_R0	gene_7285
Dmel_RNA6773_R0	gene_7285
Dqua_RNA12710_R0	gene_7286
Dqua_RNA12721_R0	gene_7287
Aech_RNA2444_R2	gene_7288
Aech_RNA12121_R1	gene_7289
Dqua_RNA12730_R0	gene_7290
Dqua_RNA12737_R0	gene_7291
Aech_RNA12105_R0	gene_7292
Lhum_RNA19002_R0	gene_7292
Dqua_RNA12744_R0	gene_7293
Dqua_RNA12746_R0	gene_7294
Dqua_RNA12617_R0	gene_7295
Dqua_RNA12618_R0	gene_7296
Dqua_RNA12619_R0	gene_7297
Dqua_RNA12620_R0	gene_7297
Cbir_RNA20626_R0	gene_7297
Dqua_RNA12625_R0	gene_7298
Dqua_RNA12628_R0	gene_7299
Dqua_RNA12639_R0	gene_7300
Dqua_RNA12638_R0	gene_7300
Mpha_RNA16451_R0	gene_7300
Dqua_RNA12640_R0	gene_7301
Dqua_RNA12641_R0	gene_7302
Sinv_RNA10238_R0	gene_7303
Sinv_RNA10240_R0	gene_7303
Mpha_RNA16448_R0	gene_7303
Mpha_RNA16447_R0	gene_7303
Nvit_RNA19911_R3	gene_7303
Dqua_RNA12648_R0	gene_7304
Dqua_RNA12655_R0	gene_7305
Dqua_RNA12654_R0	gene_7305
Dqua_RNA12653_R0	gene_7305
Dqua_RNA12656_R0	gene_7305
Dqua_RNA12657_R0	gene_7306
Dqua_RNA12658_R0	gene_7306
Dqua_RNA12664_R0	gene_7307
Dqua_RNA12666_R0	gene_7308
Dqua_RNA12671_R0	gene_7308
Dqua_RNA12674_R0	gene_7309
Lhum_RNA7632_R0	gene_7309
Dqua_RNA12676_R0	gene_7310
Dqua_RNA12679_R0	gene_7311
Dqua_RNA12684_R0	gene_7312
Aech_RNA13573_R0	gene_7312
Dqua_RNA12683_R0	gene_7313
Dqua_RNA12682_R0	gene_7313
Sinv_RNA6685_R0	gene_7313
Dmel_RNA16410_R7	gene_7313
Dqua_RNA12692_R0	gene_7314
Mpha_RNA224_R0	gene_7315
Dqua_RNA12694_R0	gene_7316
Amel_RNA27279_R6	gene_7316
Dqua_RNA12706_R0	gene_7317
Dqua_RNA12704_R0	gene_7317
Dqua_RNA12708_R0	gene_7317
Dqua_RNA12707_R0	gene_7317
Dqua_RNA12705_R0	gene_7317
Dqua_RNA12709_R0	gene_7317
Lhum_RNA19507_R0	gene_7317
Aech_RNA3351_R0	gene_7317
Amel_RNA23909_R0	gene_7317
Aech_RNA2444_R3	gene_7318
Aech_RNA12120_R0	gene_7319
Dqua_RNA12718_R0	gene_7319
Dqua_RNA12722_R0	gene_7320
Cbir_RNA25208_R0	gene_7320
Dqua_RNA12736_R0	gene_7321
Nvit_RNA25085_R0	gene_7321
Dqua_RNA12738_R0	gene_7322
Dqua_RNA12739_R0	gene_7322
Cbir_RNA14519_R0	gene_7322
Amel_RNA13664_R0	gene_7322
Dqua_RNA12740_R0	gene_7323
Dqua_RNA12745_R0	gene_7324
Dqua_RNA11457_R1	gene_7325
Sinv_RNA10836_R6	gene_7326
Mpha_RNA14989_R0	gene_7327
Lhum_RNA6975_R1	gene_7328
Lhum_RNA4050_R2	gene_7329
Sinv_RNA12811_R4	gene_7330
Lhum_RNA7473_R6	gene_7331
Cbir_RNA14149_R9	gene_7332
Aech_RNA18219_R8	gene_7333
Cbir_RNA6921_R6	gene_7334
Cbir_RNA12096_R7	gene_7335
Mpha_RNA2690_R5	gene_7336
Aech_RNA20355_R6	gene_7337
Dqua_RNA189_R8	gene_7338
Sinv_RNA10351_R4	gene_7339
Cbir_RNA14080_R6	gene_7340
Sinv_RNA21965_R7	gene_7341
Dqua_RNA12749_R0	gene_7342
Dqua_RNA12750_R0	gene_7343
Dqua_RNA12751_R0	gene_7344
Dmel_RNA11246_R2	gene_7345
Dqua_RNA12754_R0	gene_7346
Cbir_RNA7122_R0	gene_7346
Mpha_RNA22515_R0	gene_7346
Dmel_RNA11881_R0	gene_7346
Dqua_RNA12752_R0	gene_7347
Dqua_RNA12753_R0	gene_7348
Lhum_RNA22644_R1	gene_7348
Lhum_RNA22645_R1	gene_7348
Cbir_RNA5703_R1	gene_7348
Mpha_RNA1737_R1	gene_7348
Aech_RNA3680_R6	gene_7349
Aech_RNA17384_R8	gene_7350
Dqua_RNA12757_R0	gene_7351
Dqua_RNA12758_R0	gene_7352
Dmel_RNA4010_R0	gene_7352
Dqua_RNA12760_R0	gene_7353
Dqua_RNA13021_R9	gene_7354
Dqua_RNA12762_R0	gene_7355
Dqua_RNA12778_R0	gene_7356
Dqua_RNA12781_R0	gene_7357
Aech_RNA15017_R1	gene_7358
Cbir_RNA25450_R6	gene_7359
Dqua_RNA12761_R0	gene_7360
Mpha_RNA3825_R0	gene_7360
Dqua_RNA12763_R0	gene_7361
Aech_RNA1966_R0	gene_7362
Dqua_RNA12775_R0	gene_7363
Dqua_RNA12780_R0	gene_7364
Aech_RNA5363_R0	gene_7364
Amel_RNA15385_R0	gene_7364
Sinv_RNA9057_R0	gene_7364
Nvit_RNA24867_R2	gene_7364
Sinv_RNA19999_R0	gene_7365
Dqua_RNA12782_R0	gene_7366
Sinv_RNA20077_R0	gene_7367
Dqua_RNA12790_R0	gene_7368
Dqua_RNA12787_R0	gene_7369
Dqua_RNA12791_R0	gene_7370
Dqua_RNA12792_R0	gene_7371
Dqua_RNA2667_R1	gene_7372
Dqua_RNA2667_R3	gene_7373
Dqua_RNA2669_R1	gene_7374
Cbir_RNA22012_R0	gene_7375
Dmel_RNA30797_R2	gene_7376
Sinv_RNA11768_R8	gene_7377
Dqua_RNA22146_R6	gene_7378
Cbir_RNA19691_R0	gene_7379
Aech_RNA13419_R0	gene_7380
Dqua_RNA7921_R6	gene_7381
Sinv_RNA19796_R3	gene_7382
Dqua_RNA12797_R0	gene_7383
Dqua_RNA12810_R0	gene_7384
Dqua_RNA12809_R0	gene_7384
Dqua_RNA12812_R0	gene_7385
Dqua_RNA12813_R0	gene_7385
Dmel_RNA1168_R0	gene_7385
Amel_RNA28913_R0	gene_7385
Dqua_RNA12808_R0	gene_7386
Dqua_RNA12811_R0	gene_7387
Dqua_RNA12814_R0	gene_7388
Mpha_RNA19638_R8	gene_7389
Aech_RNA12008_R8	gene_7390
Dqua_RNA10539_R2	gene_7391
Dqua_RNA12816_R0	gene_7392
Dqua_RNA22382_R3	gene_7393
Aech_RNA9170_R7	gene_7394
Aech_RNA5730_R9	gene_7395
Dqua_RNA12818_R0	gene_7396
Dqua_RNA12819_R0	gene_7397
Dqua_RNA12820_R0	gene_7398
Dqua_RNA12821_R0	gene_7399
Dqua_RNA12822_R0	gene_7400
Dqua_RNA12823_R0	gene_7400
Dmel_RNA17426_R0	gene_7400
Dqua_RNA12827_R0	gene_7401
Dmel_RNA27030_R1	gene_7402
Cbir_RNA12944_R0	gene_7403
Dqua_RNA12846_R0	gene_7404
Cbir_RNA24260_R0	gene_7405
Dqua_RNA12855_R0	gene_7406
Lhum_RNA17685_R0	gene_7406
Dqua_RNA12859_R0	gene_7407
Dqua_RNA12866_R0	gene_7408
Dqua_RNA12870_R0	gene_7409
Dqua_RNA12872_R0	gene_7410
Lhum_RNA17666_R0	gene_7411
Dqua_RNA12875_R0	gene_7412
Dqua_RNA12876_R0	gene_7413
Dqua_RNA12824_R0	gene_7414
Dqua_RNA12825_R0	gene_7415
Dqua_RNA12826_R0	gene_7416
Dqua_RNA12835_R0	gene_7417
Nvit_RNA16658_R0	gene_7418
Dqua_RNA12839_R0	gene_7418
Dqua_RNA15760_R1	gene_7419
Dqua_RNA12841_R0	gene_7420
Dqua_RNA12842_R0	gene_7421
Sinv_RNA3352_R0	gene_7422
Aech_RNA14251_R0	gene_7423
Dqua_RNA12868_R0	gene_7424
Dqua_RNA12869_R0	gene_7425
Dmel_RNA22142_R0	gene_7425
Dqua_RNA12871_R0	gene_7426
Sinv_RNA1206_R0	gene_7426
Sinv_RNA1205_R0	gene_7426
Mpha_RNA14752_R0	gene_7426
Amel_RNA1284_R0	gene_7426
Dqua_RNA12873_R0	gene_7427
Dqua_RNA12874_R0	gene_7428
Dqua_RNA12877_R0	gene_7429
Mpha_RNA912_R7	gene_7430
Dqua_RNA12879_R0	gene_7431
Nvit_RNA6398_R0	gene_7431
Dqua_RNA12885_R0	gene_7432
Dqua_RNA12889_R0	gene_7433
Dqua_RNA12893_R0	gene_7434
Dqua_RNA12895_R0	gene_7435
Sinv_RNA21133_R0	gene_7435
Dqua_RNA12906_R0	gene_7436
Dqua_RNA12910_R0	gene_7437
Dqua_RNA12909_R0	gene_7437
Dqua_RNA12911_R0	gene_7438
Dqua_RNA12915_R0	gene_7439
Dqua_RNA12922_R0	gene_7440
Dqua_RNA12927_R0	gene_7440
Cbir_RNA4453_R0	gene_7440
Cbir_RNA4454_R0	gene_7440
Sinv_RNA11978_R0	gene_7441
Dqua_RNA12932_R0	gene_7441
Amel_RNA28845_R0	gene_7442
Nvit_RNA6400_R0	gene_7443
Dqua_RNA12882_R0	gene_7444
Dqua_RNA12883_R0	gene_7445
Cbir_RNA18647_R0	gene_7446
Mpha_RNA3158_R0	gene_7447
Dqua_RNA12891_R0	gene_7448
Dqua_RNA12894_R0	gene_7449
Dqua_RNA12902_R0	gene_7450
Dqua_RNA12904_R0	gene_7450
Dqua_RNA12905_R0	gene_7450
Dqua_RNA12912_R0	gene_7451
Dqua_RNA12917_R0	gene_7452
Dqua_RNA8736_R2	gene_7453
Nvit_RNA15281_R9	gene_7454
Mpha_RNA466_R4	gene_7455
Dqua_RNA21023_R5	gene_7456
Cbir_RNA1185_R8	gene_7457
Sinv_RNA15891_R1	gene_7458
Aech_RNA16625_R5	gene_7459
Dqua_RNA12934_R0	gene_7460
Aech_RNA5199_R7	gene_7461
Dqua_RNA12936_R0	gene_7462
Dmel_RNA23619_R2	gene_7463
Dqua_RNA12954_R0	gene_7464
Cbir_RNA21613_R0	gene_7464
Dqua_RNA12960_R0	gene_7465
Dqua_RNA12966_R0	gene_7466
Dqua_RNA12970_R0	gene_7467
Dqua_RNA12972_R0	gene_7467
Dmel_RNA23026_R0	gene_7467
Dqua_RNA12969_R0	gene_7468
Sinv_RNA4119_R0	gene_7469
Amel_RNA13774_R0	gene_7470
Amel_RNA13777_R0	gene_7470
Amel_RNA13779_R0	gene_7470
Dqua_RNA12986_R0	gene_7470
Dqua_RNA12987_R0	gene_7470
Cbir_RNA15711_R0	gene_7470
Dqua_RNA12935_R0	gene_7471
Dqua_RNA12937_R0	gene_7472
Aech_RNA13557_R0	gene_7472
Amel_RNA5648_R0	gene_7472
Dqua_RNA12949_R0	gene_7473
Cbir_RNA6274_R1	gene_7474
Dqua_RNA12951_R0	gene_7475
Dqua_RNA12952_R0	gene_7476
Dqua_RNA12953_R0	gene_7477
Mpha_RNA12677_R0	gene_7477
Sinv_RNA9150_R1	gene_7477
Mpha_RNA2289_R1	gene_7477
Dqua_RNA12955_R0	gene_7478
Dqua_RNA12958_R0	gene_7479
Dqua_RNA12957_R0	gene_7479
Dqua_RNA12959_R0	gene_7479
Sinv_RNA8107_R0	gene_7479
Dqua_RNA12956_R0	gene_7480
Dqua_RNA12975_R0	gene_7481
Dqua_RNA12974_R0	gene_7481
Aech_RNA17508_R0	gene_7481
Cbir_RNA21594_R0	gene_7482
Dqua_RNA12980_R0	gene_7483
Dqua_RNA12979_R0	gene_7483
Sinv_RNA8118_R0	gene_7483
Aech_RNA3236_R9	gene_7484
Dqua_RNA12992_R0	gene_7485
Dqua_RNA4012_R6	gene_7486
Dqua_RNA1597_R4	gene_7487
Dqua_RNA12993_R0	gene_7488
Dmel_RNA30814_R3	gene_7489
Sinv_RNA2107_R0	gene_7490
Dqua_RNA21013_R3	gene_7491
Dqua_RNA12994_R0	gene_7492
Mpha_RNA21629_R0	gene_7492
Dqua_RNA12757_R8	gene_7493
Dqua_RNA12996_R0	gene_7494
Sinv_RNA13202_R6	gene_7495
Sinv_RNA17885_R2	gene_7496
Cbir_RNA12361_R3	gene_7497
Amel_RNA27670_R4	gene_7498
Aech_RNA7757_R1	gene_7499
Dqua_RNA3998_R9	gene_7500
Lhum_RNA12815_R2	gene_7501
Dqua_RNA13001_R0	gene_7502
Amel_RNA28806_R0	gene_7502
Dqua_RNA13003_R0	gene_7503
Dqua_RNA13006_R0	gene_7504
Dqua_RNA13007_R0	gene_7505
Dqua_RNA13004_R0	gene_7506
Cbir_RNA1035_R0	gene_7506
Nvit_RNA2286_R8	gene_7506
Sinv_RNA6085_R0	gene_7507
Dqua_RNA13013_R0	gene_7508
Dqua_RNA13012_R0	gene_7509
Dqua_RNA13015_R0	gene_7510
Dqua_RNA13018_R0	gene_7511
Dqua_RNA13000_R0	gene_7512
Dqua_RNA13002_R0	gene_7513
Dqua_RNA13000_R1	gene_7513
Dqua_RNA13010_R0	gene_7514
Nvit_RNA6628_R0	gene_7514
Amel_RNA24192_R0	gene_7514
Lhum_RNA5857_R0	gene_7515
Amel_RNA1531_R0	gene_7515
Amel_RNA1533_R0	gene_7515
Amel_RNA28956_R0	gene_7515
Dqua_RNA13017_R0	gene_7516
Nvit_RNA5765_R5	gene_7517
Dqua_RNA11254_R2	gene_7518
Dqua_RNA13793_R5	gene_7519
Dqua_RNA6389_R5	gene_7520
Dqua_RNA21246_R7	gene_7521
Dqua_RNA13031_R0	gene_7522
Dqua_RNA13025_R0	gene_7523
Amel_RNA28578_R2	gene_7523
Dqua_RNA13026_R0	gene_7524
Dqua_RNA13028_R0	gene_7524
Mpha_RNA16253_R0	gene_7524
Mpha_RNA16254_R0	gene_7524
Mpha_RNA16252_R1	gene_7524
Cbir_RNA16769_R1	gene_7524
Dqua_RNA11412_R2	gene_7524
Mpha_RNA16259_R5	gene_7524
Aech_RNA12860_R9	gene_7524
Dqua_RNA13030_R0	gene_7525
Dqua_RNA13024_R0	gene_7526
Dqua_RNA23666_R2	gene_7526
Dqua_RNA11412_R3	gene_7526
Aech_RNA9572_R1	gene_7527
Amel_RNA28578_R0	gene_7528
Amel_RNA28578_R3	gene_7529
Dqua_RNA13032_R0	gene_7530
Aech_RNA7548_R2	gene_7531
Nvit_RNA16715_R0	gene_7532
Dqua_RNA13045_R0	gene_7533
Dqua_RNA13049_R0	gene_7534
Dqua_RNA13048_R0	gene_7535
Cbir_RNA16749_R0	gene_7535
Dqua_RNA13060_R0	gene_7536
Dqua_RNA13077_R0	gene_7537
Dqua_RNA13080_R0	gene_7538
Cbir_RNA16703_R0	gene_7538
Dqua_RNA13084_R0	gene_7539
Dqua_RNA13089_R0	gene_7540
Dqua_RNA13088_R0	gene_7540
Dqua_RNA13094_R0	gene_7541
Dqua_RNA13103_R0	gene_7542
Dqua_RNA13104_R0	gene_7543
Dqua_RNA13109_R0	gene_7544
Dqua_RNA13110_R0	gene_7545
Dqua_RNA13111_R0	gene_7545
Mpha_RNA4704_R0	gene_7545
Amel_RNA5269_R0	gene_7545
Cbir_RNA21475_R0	gene_7546
Dqua_RNA13114_R0	gene_7546
Dmel_RNA14389_R2	gene_7547
Lhum_RNA12753_R0	gene_7548
Dqua_RNA13122_R0	gene_7549
Dqua_RNA13128_R0	gene_7549
Dqua_RNA13137_R0	gene_7550
Cbir_RNA23077_R0	gene_7551
Dqua_RNA13155_R0	gene_7552
Dqua_RNA13157_R0	gene_7553
Dqua_RNA13159_R0	gene_7554
Dqua_RNA13158_R0	gene_7555
Sinv_RNA18993_R6	gene_7556
Aech_RNA18213_R2	gene_7557
Sinv_RNA9890_R3	gene_7558
Dqua_RNA13034_R0	gene_7559
Cbir_RNA16761_R0	gene_7559
Dqua_RNA13035_R0	gene_7560
Nvit_RNA7070_R0	gene_7560
Dqua_RNA13036_R0	gene_7561
Dqua_RNA13042_R0	gene_7562
Dqua_RNA13046_R0	gene_7563
Nvit_RNA15962_R1	gene_7563
Amel_RNA8768_R1	gene_7563
Dqua_RNA13050_R0	gene_7564
Dmel_RNA1965_R1	gene_7564
Dqua_RNA13081_R0	gene_7565
Dqua_RNA13082_R0	gene_7566
Dqua_RNA13086_R0	gene_7567
Sinv_RNA7074_R0	gene_7567
Dqua_RNA13091_R0	gene_7568
Dqua_RNA13097_R0	gene_7569
Dqua_RNA13100_R0	gene_7570
Sinv_RNA7060_R0	gene_7570
Amel_RNA28485_R0	gene_7570
Dqua_RNA13101_R0	gene_7571
Sinv_RNA6479_R0	gene_7571
Dmel_RNA13074_R3	gene_7571
Dmel_RNA1895_R3	gene_7572
Aech_RNA5862_R0	gene_7573
Dqua_RNA13116_R0	gene_7574
Aech_RNA5855_R0	gene_7574
Dmel_RNA7413_R0	gene_7574
Dqua_RNA13118_R0	gene_7575
Dqua_RNA13134_R0	gene_7576
Dqua_RNA13135_R0	gene_7577
Dqua_RNA4072_R1	gene_7578
Dqua_RNA4072_R2	gene_7579
Dqua_RNA13138_R0	gene_7580
Dqua_RNA13141_R0	gene_7580
Dqua_RNA13139_R0	gene_7580
Cbir_RNA21458_R0	gene_7580
Lhum_RNA18045_R0	gene_7580
Dqua_RNA13142_R0	gene_7581
Lhum_RNA18043_R0	gene_7581
Cbir_RNA23081_R0	gene_7581
Dqua_RNA13146_R0	gene_7582
Sinv_RNA424_R2	gene_7583
Dqua_RNA13152_R0	gene_7584
Dqua_RNA13151_R0	gene_7584
Dqua_RNA13150_R0	gene_7584
Dqua_RNA13156_R0	gene_7585
Nvit_RNA12580_R3	gene_7586
Dqua_RNA13163_R0	gene_7587
Dqua_RNA13162_R0	gene_7587
Aech_RNA12706_R0	gene_7588
Lhum_RNA7396_R0	gene_7588
Dqua_RNA13171_R0	gene_7589
Cbir_RNA13893_R0	gene_7589
Nvit_RNA14631_R0	gene_7589
Amel_RNA1013_R4	gene_7589
Dqua_RNA13170_R0	gene_7590
Dqua_RNA13169_R0	gene_7591
Amel_RNA1021_R0	gene_7591
Aech_RNA12703_R0	gene_7591
Amel_RNA1009_R4	gene_7591
Dqua_RNA12190_R4	gene_7592
Dqua_RNA9696_R1	gene_7593
Dqua_RNA13164_R0	gene_7594
Dqua_RNA13172_R0	gene_7595
Cbir_RNA4414_R0	gene_7595
Dmel_RNA31974_R0	gene_7595
Dqua_RNA13175_R0	gene_7596
Dqua_RNA13177_R0	gene_7597
Dqua_RNA13176_R0	gene_7598
Dqua_RNA13190_R0	gene_7599
Cbir_RNA4396_R0	gene_7600
Sinv_RNA19199_R0	gene_7601
Dqua_RNA13199_R0	gene_7602
Dqua_RNA13202_R0	gene_7603
Dqua_RNA21315_R3	gene_7604
Dqua_RNA13173_R0	gene_7605
Sinv_RNA1106_R0	gene_7605
Dqua_RNA13178_R0	gene_7606
Dqua_RNA13198_R0	gene_7607
Dqua_RNA13200_R0	gene_7608
Dqua_RNA13204_R0	gene_7609
Dqua_RNA13205_R0	gene_7610
Dqua_RNA13206_R0	gene_7610
Dqua_RNA17512_R1	gene_7610
Amel_RNA21898_R2	gene_7610
Sinv_RNA10036_R2	gene_7610
Mpha_RNA6469_R3	gene_7610
Lhum_RNA18233_R6	gene_7610
Mpha_RNA1794_R4	gene_7610
Aech_RNA12024_R0	gene_7611
Dqua_RNA9893_R6	gene_7612
Lhum_RNA6504_R9	gene_7613
Dqua_RNA7922_R6	gene_7614
Dqua_RNA21829_R1	gene_7615
Nvit_RNA18250_R1	gene_7616
Dqua_RNA22786_R4	gene_7617
Dqua_RNA19731_R7	gene_7618
Cbir_RNA18437_R2	gene_7619
Sinv_RNA11568_R1	gene_7620
Cbir_RNA23341_R0	gene_7621
Cbir_RNA7715_R9	gene_7622
Lhum_RNA5820_R4	gene_7623
Lhum_RNA3626_R8	gene_7624
Dqua_RNA13209_R1	gene_7625
Mpha_RNA19809_R2	gene_7626
Lhum_RNA8705_R7	gene_7627
Lhum_RNA21139_R1	gene_7628
Lhum_RNA21138_R0	gene_7629
Lhum_RNA21138_R1	gene_7630
Dqua_RNA3661_R2	gene_7631
Dqua_RNA17726_R8	gene_7632
Dqua_RNA13213_R0	gene_7633
Aech_RNA19175_R1	gene_7633
Aech_RNA19198_R0	gene_7634
Dmel_RNA30669_R0	gene_7635
Dqua_RNA13221_R0	gene_7636
Dqua_RNA13222_R0	gene_7636
Cbir_RNA21918_R0	gene_7636
Dqua_RNA13226_R0	gene_7637
Cbir_RNA656_R0	gene_7637
Dqua_RNA13227_R0	gene_7638
Dmel_RNA31218_R0	gene_7639
Dqua_RNA13228_R0	gene_7640
Aech_RNA7292_R5	gene_7641
Dqua_RNA13232_R0	gene_7642
Dmel_RNA32620_R1	gene_7643
Dqua_RNA13233_R0	gene_7644
Dqua_RNA13246_R0	gene_7645
Dmel_RNA32638_R0	gene_7645
Dqua_RNA13251_R0	gene_7646
Dqua_RNA13252_R0	gene_7647
Dqua_RNA13253_R0	gene_7647
Aech_RNA8125_R0	gene_7647
Sinv_RNA10751_R0	gene_7647
Dqua_RNA13258_R0	gene_7648
Cbir_RNA8120_R0	gene_7648
Dqua_RNA13269_R0	gene_7649
Lhum_RNA23785_R0	gene_7649
Dqua_RNA13270_R0	gene_7650
Dqua_RNA13274_R0	gene_7651
Dqua_RNA13275_R0	gene_7651
Dmel_RNA30040_R0	gene_7651
Dqua_RNA13276_R0	gene_7652
Mpha_RNA16399_R0	gene_7652
Dqua_RNA13280_R0	gene_7653
Dqua_RNA13286_R0	gene_7654
Cbir_RNA9551_R1	gene_7654
Dqua_RNA13288_R0	gene_7655
Dqua_RNA13290_R0	gene_7656
Dqua_RNA13295_R0	gene_7657
Lhum_RNA12999_R0	gene_7657
Dqua_RNA13298_R0	gene_7658
Dqua_RNA13302_R0	gene_7659
Dqua_RNA7912_R5	gene_7660
Amel_RNA17778_R0	gene_7661
Dqua_RNA13315_R0	gene_7661
Aech_RNA3014_R0	gene_7661
Dmel_RNA17298_R0	gene_7661
Lhum_RNA14910_R0	gene_7662
Dqua_RNA13322_R0	gene_7663
Aech_RNA4810_R0	gene_7664
Dqua_RNA13326_R0	gene_7665
Dqua_RNA13328_R0	gene_7665
Dqua_RNA13223_R0	gene_7666
Dqua_RNA13229_R0	gene_7667
Dqua_RNA13231_R0	gene_7668
Dqua_RNA13230_R0	gene_7668
Dqua_RNA13249_R0	gene_7669
Mpha_RNA22998_R0	gene_7669
Lhum_RNA20934_R1	gene_7669
Nvit_RNA8160_R1	gene_7669
Sinv_RNA4330_R1	gene_7669
Dqua_RNA13256_R0	gene_7670
Lhum_RNA23468_R1	gene_7670
Aech_RNA20511_R0	gene_7670
Sinv_RNA8501_R0	gene_7670
Sinv_RNA17437_R1	gene_7670
Lhum_RNA8416_R0	gene_7670
Lhum_RNA5821_R1	gene_7670
Aech_RNA20514_R0	gene_7670
Aech_RNA7845_R0	gene_7670
Lhum_RNA19755_R0	gene_7670
Lhum_RNA411_R1	gene_7670
Aech_RNA20510_R0	gene_7670
Cbir_RNA14152_R2	gene_7670
Sinv_RNA16441_R2	gene_7670
Nvit_RNA22426_R0	gene_7670
Cbir_RNA14148_R1	gene_7670
Aech_RNA20513_R0	gene_7670
Sinv_RNA12900_R1	gene_7670
Lhum_RNA8417_R2	gene_7670
Cbir_RNA23191_R1	gene_7670
Dqua_RNA22475_R5	gene_7670
Lhum_RNA268_R2	gene_7670
Aech_RNA20512_R4	gene_7670
Lhum_RNA16986_R3	gene_7670
Cbir_RNA11005_R5	gene_7670
Lhum_RNA457_R0	gene_7670
Mpha_RNA11723_R2	gene_7670
Dqua_RNA13257_R0	gene_7671
Dqua_RNA13260_R0	gene_7672
Dqua_RNA13262_R0	gene_7672
Dqua_RNA13265_R0	gene_7672
Dqua_RNA13261_R0	gene_7672
Dqua_RNA13259_R0	gene_7672
Dqua_RNA13263_R0	gene_7672
Dqua_RNA13266_R0	gene_7673
Dqua_RNA13272_R0	gene_7674
Dqua_RNA13273_R0	gene_7675
Sinv_RNA13647_R0	gene_7675
Mpha_RNA22714_R0	gene_7675
Sinv_RNA13203_R0	gene_7675
Dqua_RNA13278_R0	gene_7676
Dqua_RNA13277_R0	gene_7676
Dqua_RNA13279_R0	gene_7677
Dqua_RNA13283_R0	gene_7678
Dqua_RNA13285_R0	gene_7679
Dqua_RNA13287_R0	gene_7680
Dqua_RNA13289_R0	gene_7681
Dqua_RNA13292_R0	gene_7682
Cbir_RNA15737_R0	gene_7682
Dmel_RNA30946_R0	gene_7682
Dqua_RNA13293_R0	gene_7683
Nvit_RNA24949_R0	gene_7683
Dqua_RNA13297_R0	gene_7684
Dqua_RNA13299_R0	gene_7685
Dmel_RNA12729_R0	gene_7685
Dqua_RNA13300_R0	gene_7686
Cbir_RNA20876_R0	gene_7686
Dqua_RNA13301_R0	gene_7687
Nvit_RNA16256_R0	gene_7687
Dqua_RNA13306_R0	gene_7688
Amel_RNA17546_R0	gene_7688
