SINV_RNA2436_R0	gene_4
LNIG_RNA8624_R0	gene_10107
LNIG_RNA16861_R1	gene_10112
LNIG_RNA8625_R0	gene_10110
LNIG_RNA8626_R0	gene_10111
LNIG_RNA8627_R0	gene_10109
LNIG_RNA8628_R0	gene_10108
LNIG_RNA8629_R0	gene_10113
DQUA_RNA11652_R0	gene_10115
LNIG_RNA8631_R0	gene_10116
CBIR_RNA10319_R0	gene_10114
LHUM_RNA295_R9	gene_10117
LNIG_RNA4791_R9	gene_10119
LNIG_RNA15670_R2	gene_10118
MPHA_RNA18223_R0	gene_10120
NVIT_RNA19607_R0	gene_10121
LNIG_RNA14593_R2	gene_10122
LNIG_RNA8635_R0	gene_10123
LNIG_RNA12257_R7	gene_10124
AECH_RNA21208_R0	gene_10125
LNIG_RNA8637_R0	gene_10126
LNIG_RNA8638_R0	gene_10127
LHUM_RNA9430_R0	gene_10128
LNIG_RNA8640_R0	gene_10129
CBIR_RNA8605_R0	gene_10130
AECH_RNA11515_R0	gene_10131
SINV_RNA10412_R0	gene_10133
LNIG_RNA8642_R0	gene_10132
LNIG_RNA8643_R0	gene_10134
DMEL_RNA20862_R0	gene_10135
LNIG_RNA8645_R0	gene_10136
LNIG_RNA8646_R0	gene_10137
AECH_RNA16095_R0	gene_10139
LNIG_RNA8647_R0	gene_10138
LNIG_RNA8648_R0	gene_10140
CBIR_RNA15396_R0	gene_10141
SINV_RNA12859_R0	gene_10142
LNIG_RNA16244_R3	gene_10143
LNIG_RNA8649_R0	gene_10145
MPHA_RNA14210_R0	gene_10144
LNIG_RNA8651_R0	gene_10146
LNIG_RNA14466_R6	gene_10147
LNIG_RNA8652_R0	gene_10148
AECH_RNA7263_R0	gene_10149
MPHA_RNA9295_R0	gene_10150
DMEL_RNA25114_R0	gene_10152
MPHA_RNA6969_R0	gene_10153
LNIG_RNA8655_R0	gene_10154
MPHA_RNA5384_R0	gene_10155
LNIG_RNA8656_R0	gene_10151
AECH_RNA3076_R0	gene_10156
LNIG_RNA8657_R0	gene_10157
AECH_RNA3839_R0	gene_10159
DMEL_RNA32029_R1	gene_10158
LNIG_RNA8660_R0	gene_10162
LNIG_RNA15894_R2	gene_10160
LNIG_RNA8663_R0	gene_10161
LNIG_RNA8664_R0	gene_10163
LNIG_RNA7086_R0	gene_10164
DQUA_RNA7795_R1	gene_10165
LNIG_RNA8667_R0	gene_10167
LNIG_RNA17999_R9	gene_10168
LNIG_RNA9699_R8	gene_10169
LNIG_RNA8668_R0	gene_10166
LNIG_RNA7086_R6	gene_10171
LNIG_RNA11107_R5	gene_10172
LNIG_RNA8669_R0	gene_10170
LNIG_RNA8670_R0	gene_10173
LNIG_RNA8671_R0	gene_10175
LNIG_RNA8672_R0	gene_10174
DMEL_RNA14313_R0	gene_10176
LNIG_RNA8673_R0	gene_10177
LNIG_RNA8674_R0	gene_10178
LNIG_RNA8675_R0	gene_10179
LNIG_RNA8676_R0	gene_10180
LNIG_RNA8677_R0	gene_10182
LNIG_RNA5505_R1	gene_10183
LNIG_RNA8563_R8	gene_10184
LNIG_RNA8981_R1	gene_10181
LNIG_RNA8679_R0	gene_10189
LNIG_RNA8680_R0	gene_10185
SINV_RNA19007_R5	gene_10186
LNIG_RNA16050_R8	gene_10187
LNIG_RNA9240_R3	gene_10188
AECH_RNA12679_R0	gene_10190
LNIG_RNA8684_R0	gene_10191
LHUM_RNA12113_R0	gene_10193
AECH_RNA1347_R0	gene_10194
LNIG_RNA8687_R0	gene_10192
LNIG_RNA8689_R0	gene_10195
LNIG_RNA8690_R0	gene_10196
LNIG_RNA8691_R0	gene_10197
SINV_RNA5810_R0	gene_10199
LNIG_RNA13196_R8	gene_10200
LNIG_RNA8692_R0	gene_10198
SINV_RNA21491_R6	gene_10201
LNIG_RNA8693_R0	gene_10202
LNIG_RNA3510_R9	gene_10203
LNIG_RNA8694_R0	gene_10204
LNIG_RNA8695_R0	gene_10205
AECH_RNA2191_R0	gene_10206
AMEL_RNA26947_R0	gene_10207
LNIG_RNA8698_R0	gene_10208
LNIG_RNA8699_R0	gene_10209
MPHA_RNA8845_R0	gene_10210
LNIG_RNA8701_R0	gene_10212
LNIG_RNA8702_R0	gene_10211
CBIR_RNA19690_R6	gene_10213
LNIG_RNA13715_R3	gene_10214
LNIG_RNA7681_R9	gene_10216
LNIG_RNA8704_R0	gene_10215
LNIG_RNA8705_R0	gene_10217
LNIG_RNA8706_R0	gene_10218
LNIG_RNA10391_R9	gene_10219
LNIG_RNA8707_R0	gene_10220
LNIG_RNA8708_R0	gene_10221
LNIG_RNA8709_R0	gene_10223
LNIG_RNA8710_R0	gene_10222
AECH_RNA21170_R0	gene_10225
AMEL_RNA13621_R0	gene_10224
AECH_RNA18784_R0	gene_10226
NVIT_RNA2976_R0	gene_10227
LNIG_RNA8716_R0	gene_10228
LNIG_RNA8717_R0	gene_10229
LNIG_RNA11524_R5	gene_10230
LNIG_RNA8718_R0	gene_10232
LNIG_RNA8719_R0	gene_10231
CBIR_RNA11064_R0	gene_10233
MPHA_RNA11812_R2	gene_10236
SINV_RNA6083_R0	gene_10235
LHUM_RNA5854_R0	gene_10234
LNIG_RNA8721_R0	gene_10237
SINV_RNA16275_R0	gene_10239
LNIG_RNA8722_R0	gene_10238
LNIG_RNA7950_R3	gene_10241
AECH_RNA15966_R8	gene_10242
LNIG_RNA7950_R2	gene_10240
LNIG_RNA8724_R0	gene_10243
LNIG_RNA8725_R0	gene_10244
AECH_RNA11459_R0	gene_10245
LNIG_RNA8726_R0	gene_10247
LNIG_RNA8727_R0	gene_10246
LHUM_RNA16616_R1	gene_10248
LNIG_RNA8728_R0	gene_10249
LNIG_RNA8729_R0	gene_10252
MPHA_RNA9869_R0	gene_10251
LNIG_RNA16855_R5	gene_10250
SINV_RNA17445_R0	gene_10255
LNIG_RNA8731_R0	gene_10253
LNIG_RNA8732_R0	gene_10254
LNIG_RNA8733_R0	gene_10257
LHUM_RNA22643_R0	gene_10256
LNIG_RNA8736_R0	gene_10258
DQUA_RNA1678_R0	gene_10259
LNIG_RNA8739_R0	gene_10260
AECH_RNA19271_R0	gene_10261
DQUA_RNA3563_R0	gene_10262
MPHA_RNA8610_R0	gene_10263
LNIG_RNA8742_R0	gene_10264
LHUM_RNA21745_R0	gene_10265
AECH_RNA14514_R0	gene_10266
LHUM_RNA22654_R0	gene_10267
LNIG_RNA8746_R0	gene_10271
DQUA_RNA1100_R0	gene_10273
LNIG_RNA8747_R0	gene_10269
MPHA_RNA287_R3	gene_10274
LNIG_RNA8748_R0	gene_10270
LHUM_RNA15687_R2	gene_10272
LNIG_RNA8749_R0	gene_10268
LNIG_RNA8750_R0	gene_10275
LNIG_RNA8751_R0	gene_10276
LHUM_RNA17671_R0	gene_10277
LNIG_RNA8753_R0	gene_10278
MPHA_RNA4761_R0	gene_10279
LNIG_RNA8754_R0	gene_10281
LNIG_RNA8755_R0	gene_10280
LNIG_RNA8756_R0	gene_10282
SINV_RNA11014_R0	gene_10283
LNIG_RNA12989_R1	gene_10284
LNIG_RNA13308_R6	gene_10285
LNIG_RNA8758_R0	gene_10287
CBIR_RNA25513_R9	gene_10286
LNIG_RNA8759_R0	gene_10288
LNIG_RNA8760_R0	gene_10291
MPHA_RNA1599_R1	gene_10293
LNIG_RNA8761_R0	gene_10292
LNIG_RNA8762_R0	gene_10289
LNIG_RNA8763_R0	gene_10290
LNIG_RNA8764_R0	gene_10294
LNIG_RNA14519_R4	gene_10297
LNIG_RNA8765_R0	gene_10295
LNIG_RNA12017_R9	gene_10296
SINV_RNA11125_R0	gene_10299
SINV_RNA11124_R0	gene_10300
LHUM_RNA6212_R2	gene_10301
LNIG_RNA8767_R0	gene_10298
CBIR_RNA21131_R0	gene_10302
SINV_RNA9715_R1	gene_10304
LNIG_RNA8768_R0	gene_10303
LNIG_RNA12585_R1	gene_10307
LNIG_RNA8770_R0	gene_10305
LNIG_RNA8771_R0	gene_10306
LNIG_RNA8772_R0	gene_10309
LNIG_RNA8773_R0	gene_10308
SINV_RNA7110_R0	gene_10310
LNIG_RNA17867_R2	gene_10316
LNIG_RNA8775_R0	gene_10314
LNIG_RNA8776_R0	gene_10315
LNIG_RNA8777_R0	gene_10313
LNIG_RNA10732_R2	gene_10311
LNIG_RNA8778_R0	gene_10312
LNIG_RNA8779_R0	gene_10317
LNIG_RNA8780_R0	gene_10318
LNIG_RNA8781_R0	gene_10319
LNIG_RNA8782_R0	gene_10320
AMEL_RNA1093_R0	gene_10322
LHUM_RNA14196_R0	gene_10321
LNIG_RNA8787_R0	gene_10323
LHUM_RNA1847_R0	gene_10324
DMEL_RNA14434_R3	gene_10325
AECH_RNA19444_R0	gene_10326
DMEL_RNA25362_R0	gene_10327
MPHA_RNA6339_R0	gene_10328
SINV_RNA12257_R0	gene_10329
LHUM_RNA5649_R0	gene_10330
SINV_RNA685_R0	gene_10331
AECH_RNA8992_R0	gene_10332
LNIG_RNA8792_R0	gene_10333
LNIG_RNA8793_R0	gene_10334
LNIG_RNA13346_R2	gene_10335
LNIG_RNA8794_R0	gene_10336
MPHA_RNA4991_R0	gene_10337
MPHA_RNA13626_R0	gene_10338
LNIG_RNA8796_R0	gene_10339
LNIG_RNA8797_R0	gene_10340
SINV_RNA467_R0	gene_10341
LNIG_RNA8799_R0	gene_10342
LNIG_RNA12311_R1	gene_10344
LNIG_RNA8800_R0	gene_10343
NVIT_RNA14346_R0	gene_10345
LNIG_RNA8802_R0	gene_10346
LNIG_RNA8803_R0	gene_10347
LNIG_RNA17165_R1	gene_10348
LNIG_RNA8804_R0	gene_10349
LNIG_RNA8805_R0	gene_10351
LNIG_RNA8806_R0	gene_10350
AECH_RNA1044_R0	gene_10352
LNIG_RNA8808_R0	gene_10353
LNIG_RNA8809_R0	gene_10354
LNIG_RNA8810_R0	gene_10356
LNIG_RNA8811_R0	gene_10355
DQUA_RNA7779_R0	gene_10357
LHUM_RNA18030_R0	gene_10358
LHUM_RNA3774_R1	gene_10360
CBIR_RNA1184_R1	gene_10359
LNIG_RNA6112_R1	gene_10366
LNIG_RNA8814_R0	gene_10361
LNIG_RNA8815_R0	gene_10362
LNIG_RNA8816_R0	gene_10363
LNIG_RNA8817_R0	gene_10364
LNIG_RNA8818_R0	gene_10365
LNIG_RNA8819_R0	gene_10367
LNIG_RNA8820_R0	gene_10369
LNIG_RNA10358_R6	gene_10368
LNIG_RNA8821_R0	gene_10370
CBIR_RNA684_R0	gene_10371
AECH_RNA722_R0	gene_10372
LNIG_RNA8823_R0	gene_10373
LNIG_RNA11552_R9	gene_10374
LNIG_RNA11571_R4	gene_10375
MPHA_RNA12856_R1	gene_10376
LNIG_RNA8828_R0	gene_10377
LNIG_RNA8829_R0	gene_10378
LNIG_RNA8830_R0	gene_10379
CBIR_RNA1905_R4	gene_10380
LNIG_RNA9859_R3	gene_10381
LNIG_RNA8832_R0	gene_10382
LNIG_RNA8833_R0	gene_10383
AECH_RNA3311_R0	gene_10384
LNIG_RNA8834_R0	gene_10385
DQUA_RNA15543_R0	gene_10386
LNIG_RNA8835_R0	gene_10387
SINV_RNA20157_R0	gene_10388
LNIG_RNA8839_R0	gene_10389
LHUM_RNA21325_R0	gene_10390
LNIG_RNA15757_R9	gene_10392
LNIG_RNA8841_R0	gene_10391
LNIG_RNA9247_R1	gene_10393
LNIG_RNA9246_R1	gene_10394
LNIG_RNA8844_R1	gene_10395
LNIG_RNA8845_R0	gene_10396
LHUM_RNA1411_R0	gene_10397
LNIG_RNA8846_R0	gene_10399
LNIG_RNA8847_R0	gene_10398
CBIR_RNA20470_R0	gene_10400
CBIR_RNA14022_R0	gene_10401
LNIG_RNA8850_R0	gene_10402
SINV_RNA21805_R1	gene_10405
SINV_RNA11556_R0	gene_10404
LHUM_RNA5410_R0	gene_10406
MPHA_RNA6104_R0	gene_10403
LNIG_RNA8853_R0	gene_10407
MPHA_RNA15581_R0	gene_10409
MPHA_RNA8412_R0	gene_10410
AECH_RNA6636_R0	gene_10408
LNIG_RNA8857_R0	gene_10411
AECH_RNA686_R0	gene_10412
LHUM_RNA22759_R0	gene_10413
LNIG_RNA8860_R0	gene_10414
LNIG_RNA8861_R0	gene_10416
LNIG_RNA8862_R0	gene_10415
LNIG_RNA8873_R0	gene_10417
LNIG_RNA8864_R0	gene_10418
LNIG_RNA15013_R6	gene_10419
LNIG_RNA6094_R2	gene_10420
LNIG_RNA12739_R9	gene_10421
MPHA_RNA3211_R9	gene_10422
LNIG_RNA8865_R0	gene_10423
LHUM_RNA19050_R5	gene_10424
LNIG_RNA7857_R3	gene_10425
LNIG_RNA8868_R0	gene_10426
LNIG_RNA8869_R0	gene_10427
LNIG_RNA8870_R0	gene_10428
CBIR_RNA8411_R4	gene_10430
SINV_RNA396_R0	gene_10429
CBIR_RNA20971_R0	gene_10433
LNIG_RNA8872_R0	gene_10432
LNIG_RNA8873_R2	gene_10431
LHUM_RNA9891_R2	gene_10434
LNIG_RNA12216_R5	gene_10436
AECH_RNA19076_R0	gene_10435
LNIG_RNA15164_R1	gene_10437
LNIG_RNA8874_R0	gene_10439
LNIG_RNA14075_R6	gene_10438
LNIG_RNA8875_R0	gene_10440
LNIG_RNA8876_R0	gene_10441
MPHA_RNA1685_R5	gene_10442
LNIG_RNA8877_R0	gene_10443
MPHA_RNA20567_R0	gene_10444
LNIG_RNA8878_R0	gene_10446
LNIG_RNA8879_R0	gene_10445
LNIG_RNA8704_R6	gene_10449
LNIG_RNA12237_R7	gene_10447
LNIG_RNA8880_R0	gene_10451
LNIG_RNA8881_R0	gene_10450
LNIG_RNA8882_R0	gene_10452
SINV_RNA18994_R2	gene_10448
LNIG_RNA8883_R0	gene_10453
LHUM_RNA6963_R3	gene_10456
LNIG_RNA8884_R0	gene_10454
LNIG_RNA8885_R0	gene_10455
DQUA_RNA19362_R0	gene_10457
LNIG_RNA8887_R0	gene_10458
CBIR_RNA12920_R1	gene_10459
LNIG_RNA13361_R9	gene_10463
LNIG_RNA5834_R8	gene_10460
LNIG_RNA8888_R0	gene_10461
LNIG_RNA8889_R0	gene_10462
AECH_RNA1711_R0	gene_10464
LNIG_RNA8891_R0	gene_10465
LNIG_RNA8892_R0	gene_10466
DQUA_RNA6240_R0	gene_10467
LNIG_RNA8894_R0	gene_10469
LNIG_RNA8895_R0	gene_10468
SINV_RNA11163_R0	gene_10470
LNIG_RNA8897_R0	gene_10471
LHUM_RNA10535_R0	gene_10472
LNIG_RNA8899_R0	gene_10473
LNIG_RNA8900_R0	gene_10474
LNIG_RNA8901_R0	gene_10476
LNIG_RNA8902_R0	gene_10475
DQUA_RNA11516_R0	gene_10477
LNIG_RNA8904_R0	gene_10478
SINV_RNA6822_R0	gene_10480
LNIG_RNA8905_R0	gene_10479
LNIG_RNA8906_R0	gene_10481
AECH_RNA16407_R0	gene_10482
LNIG_RNA11300_R9	gene_10483
LHUM_RNA503_R3	gene_10484
LNIG_RNA8908_R2	gene_10486
MPHA_RNA5984_R2	gene_10485
LNIG_RNA8793_R2	gene_10488
LNIG_RNA8911_R0	gene_10487
MPHA_RNA18246_R0	gene_10489
LNIG_RNA16586_R6	gene_10491
LHUM_RNA1544_R7	gene_10490
LHUM_RNA14550_R0	gene_10492
LNIG_RNA8914_R0	gene_10493
LNIG_RNA8915_R0	gene_10494
LNIG_RNA8916_R0	gene_10496
LNIG_RNA8917_R0	gene_10497
LNIG_RNA8918_R0	gene_10495
LNIG_RNA8919_R0	gene_10498
AECH_RNA2079_R0	gene_10500
LNIG_RNA8920_R0	gene_10499
LNIG_RNA8921_R0	gene_10501
LNIG_RNA8922_R0	gene_10502
LNIG_RNA14798_R8	gene_10504
LNIG_RNA8924_R0	gene_10503
SINV_RNA21965_R5	gene_10505
LNIG_RNA8925_R0	gene_10506
LNIG_RNA8926_R0	gene_10507
LNIG_RNA8927_R0	gene_10508
LNIG_RNA16416_R2	gene_10510
LNIG_RNA8928_R0	gene_10511
LNIG_RNA8929_R0	gene_10512
LNIG_RNA8930_R0	gene_10509
LNIG_RNA8931_R0	gene_10513
CBIR_RNA10412_R0	gene_10514
DMEL_RNA11222_R0	gene_10515
LNIG_RNA8933_R0	gene_10516
LNIG_RNA16264_R5	gene_10517
LNIG_RNA8934_R0	gene_10518
LNIG_RNA11773_R2	gene_10519
LNIG_RNA11093_R9	gene_10520
LNIG_RNA8342_R7	gene_10521
DQUA_RNA15509_R0	gene_10522
CBIR_RNA17459_R0	gene_10523
MPHA_RNA19167_R0	gene_10525
LNIG_RNA8939_R0	gene_10524
LNIG_RNA8940_R0	gene_10526
LNIG_RNA8941_R0	gene_10528
LNIG_RNA8942_R0	gene_10527
CBIR_RNA14991_R0	gene_10529
LNIG_RNA8944_R0	gene_10530
LNIG_RNA8945_R0	gene_10531
AECH_RNA2307_R0	gene_10532
CBIR_RNA6872_R0	gene_10533
LNIG_RNA8946_R0	gene_10534
AECH_RNA6057_R0	gene_10536
LNIG_RNA8948_R0	gene_10535
LNIG_RNA8949_R0	gene_10537
LNIG_RNA13469_R2	gene_10538
LNIG_RNA8950_R0	gene_10539
DQUA_RNA15023_R0	gene_10540
LHUM_RNA16438_R0	gene_10541
LNIG_RNA8953_R0	gene_10542
LNIG_RNA8954_R0	gene_10543
LNIG_RNA8955_R0	gene_10544
DQUA_RNA18320_R1	gene_10545
LNIG_RNA14876_R3	gene_10547
LNIG_RNA8956_R0	gene_10546
LNIG_RNA8908_R0	gene_10549
MPHA_RNA5984_R3	gene_10548
LNIG_RNA8793_R3	gene_10551
LNIG_RNA8959_R0	gene_10550
LNIG_RNA4484_R9	gene_10552
AECH_RNA7293_R5	gene_10555
LNIG_RNA8960_R0	gene_10553
LNIG_RNA8961_R0	gene_10554
LNIG_RNA8911_R2	gene_10556
LNIG_RNA8963_R0	gene_10557
LNIG_RNA14712_R2	gene_10558
MPHA_RNA5984_R1	gene_10559
LNIG_RNA8908_R3	gene_10560
LNIG_RNA8911_R3	gene_10561
LNIG_RNA8966_R0	gene_10562
LNIG_RNA8909_R3	gene_10563
MPHA_RNA5984_R0	gene_10564
LNIG_RNA8908_R1	gene_10565
LHUM_RNA18663_R0	gene_10566
LNIG_RNA8970_R0	gene_10568
LNIG_RNA8971_R0	gene_10567
SINV_RNA3755_R0	gene_10569
LNIG_RNA8974_R0	gene_10570
LNIG_RNA8975_R0	gene_10571
AMEL_RNA28578_R1	gene_10574
LHUM_RNA3911_R0	gene_10572
AECH_RNA9573_R2	gene_10573
LNIG_RNA8977_R0	gene_10575
LHUM_RNA19949_R0	gene_10576
LNIG_RNA8979_R0	gene_10577
LHUM_RNA19570_R0	gene_10578
CBIR_RNA409_R0	gene_10579
LNIG_RNA8981_R0	gene_10580
LNIG_RNA5456_R1	gene_10581
LNIG_RNA8982_R0	gene_10582
LNIG_RNA8983_R0	gene_10583
LNIG_RNA8984_R0	gene_10584
LNIG_RNA8985_R0	gene_10585
AECH_RNA16747_R0	gene_10586
LNIG_RNA8986_R0	gene_10589
LNIG_RNA8987_R0	gene_10588
SINV_RNA16447_R6	gene_10587
LNIG_RNA8989_R0	gene_10590
DQUA_RNA10182_R5	gene_10591
DMEL_RNA27675_R0	gene_10592
LNIG_RNA8990_R0	gene_10593
LNIG_RNA8991_R0	gene_10594
LNIG_RNA8992_R0	gene_10595
LHUM_RNA23846_R4	gene_10598
LNIG_RNA8993_R0	gene_10596
LNIG_RNA8994_R0	gene_10597
LNIG_RNA8995_R0	gene_10599
LNIG_RNA8996_R0	gene_10600
LHUM_RNA4_R0	gene_10601
LNIG_RNA17789_R5	gene_10602
LNIG_RNA8998_R0	gene_10603
DMEL_RNA1884_R6	gene_10604
MPHA_RNA3510_R1	gene_10605
MPHA_RNA19880_R0	gene_10606
AECH_RNA2622_R0	gene_10607
LHUM_RNA7087_R7	gene_10608
AMEL_RNA27479_R0	gene_10609
DQUA_RNA17899_R0	gene_10610
MPHA_RNA13558_R1	gene_10611
AECH_RNA17981_R0	gene_10612
CBIR_RNA23343_R0	gene_10613
MPHA_RNA13139_R0	gene_10614
LNIG_RNA9001_R0	gene_10615
LNIG_RNA9002_R0	gene_10616
LNIG_RNA9003_R0	gene_10617
LNIG_RNA9004_R0	gene_10618
LNIG_RNA15503_R1	gene_10619
LNIG_RNA9005_R0	gene_10620
SINV_RNA4034_R0	gene_10621
CBIR_RNA19696_R0	gene_10625
LNIG_RNA9008_R0	gene_10622
LNIG_RNA14696_R1	gene_10623
LNIG_RNA9010_R0	gene_10624
DQUA_RNA2793_R0	gene_10626
AECH_RNA16727_R0	gene_10627
AECH_RNA19933_R0	gene_10628
CBIR_RNA11386_R0	gene_10630
LNIG_RNA9014_R0	gene_10629
AECH_RNA9759_R0	gene_10631
LNIG_RNA9016_R0	gene_10633
CBIR_RNA6445_R0	gene_10632
LNIG_RNA9017_R0	gene_10636
LNIG_RNA9018_R0	gene_10634
LNIG_RNA9019_R0	gene_10635
LNIG_RNA9020_R0	gene_10637
CBIR_RNA21914_R0	gene_10638
LNIG_RNA9021_R0	gene_10639
LNIG_RNA7887_R6	gene_10640
LNIG_RNA9025_R0	gene_10641
LNIG_RNA9026_R0	gene_10642
LNIG_RNA9027_R0	gene_10643
LNIG_RNA9028_R0	gene_10644
LHUM_RNA109_R1	gene_10645
LNIG_RNA9029_R0	gene_10646
SINV_RNA15040_R0	gene_10647
LNIG_RNA9032_R0	gene_10648
LNIG_RNA9033_R0	gene_10649
SINV_RNA19332_R0	gene_10650
LNIG_RNA9034_R0	gene_10651
LNIG_RNA9035_R0	gene_10652
LNIG_RNA9036_R0	gene_10653
LNIG_RNA9037_R0	gene_10654
LNIG_RNA15671_R8	gene_10655
LNIG_RNA9038_R0	gene_10656
LHUM_RNA14183_R0	gene_10659
LNIG_RNA9040_R0	gene_10657
LNIG_RNA9041_R0	gene_10660
DQUA_RNA13279_R0	gene_10658
AECH_RNA20899_R0	gene_10661
SINV_RNA14275_R0	gene_10662
LNIG_RNA9044_R0	gene_10663
LNIG_RNA9046_R0	gene_10664
AECH_RNA7575_R1	gene_10665
AMEL_RNA20772_R0	gene_10666
CBIR_RNA10490_R0	gene_10667
DQUA_RNA13328_R2	gene_10668
LNIG_RNA9050_R0	gene_10669
LNIG_RNA9051_R0	gene_10670
LNIG_RNA9052_R0	gene_10671
DQUA_RNA22340_R0	gene_10672
LNIG_RNA9054_R0	gene_10673
MPHA_RNA15221_R0	gene_10674
LHUM_RNA15802_R0	gene_10676
DQUA_RNA23054_R0	gene_10677
LNIG_RNA9056_R0	gene_10675
LNIG_RNA8873_R1	gene_10678
LNIG_RNA9950_R4	gene_10680
LNIG_RNA8872_R1	gene_10679
LNIG_RNA9059_R0	gene_10681
LNIG_RNA9060_R0	gene_10682
CBIR_RNA13213_R0	gene_10683
DQUA_RNA20943_R0	gene_10684
LNIG_RNA9062_R0	gene_10685
LNIG_RNA9063_R0	gene_10686
CBIR_RNA8311_R5	gene_10687
LNIG_RNA9064_R0	gene_10688
LNIG_RNA9065_R0	gene_10690
LNIG_RNA9066_R0	gene_10689
SINV_RNA20028_R2	gene_10691
LNIG_RNA9067_R0	gene_10695
LNIG_RNA9068_R0	gene_10694
CBIR_RNA15446_R4	gene_10692
LNIG_RNA9069_R0	gene_10693
LNIG_RNA9070_R0	gene_10696
SINV_RNA18518_R6	gene_10697
LNIG_RNA9072_R0	gene_10698
MPHA_RNA18222_R0	gene_10699
AECH_RNA15141_R0	gene_10700
SINV_RNA11260_R8	gene_10701
CBIR_RNA18128_R5	gene_10702
LNIG_RNA6598_R0	gene_10703
LNIG_RNA9094_R1	gene_10704
LNIG_RNA9075_R1	gene_10706
LNIG_RNA9076_R2	gene_10705
LNIG_RNA9077_R0	gene_10707
LNIG_RNA9078_R0	gene_10708
LNIG_RNA9079_R0	gene_10709
DMEL_RNA16645_R3	gene_10710
DMEL_RNA29070_R0	gene_10711
LHUM_RNA5087_R5	gene_10712
SINV_RNA18175_R2	gene_10713
LNIG_RNA10931_R2	gene_10714
AMEL_RNA29061_R2	gene_10715
NVIT_RNA10368_R0	gene_10716
CBIR_RNA16848_R0	gene_10717
LNIG_RNA9081_R0	gene_10718
LNIG_RNA9520_R4	gene_10719
LNIG_RNA9082_R0	gene_10720
LNIG_RNA9083_R0	gene_10721
CBIR_RNA12346_R0	gene_10722
LNIG_RNA9084_R0	gene_10723
NVIT_RNA23777_R0	gene_10725
LNIG_RNA9086_R0	gene_10724
CBIR_RNA2469_R0	gene_10726
LNIG_RNA9088_R0	gene_10727
LNIG_RNA9089_R0	gene_10728
LNIG_RNA9090_R0	gene_10729
LNIG_RNA9091_R0	gene_10730
MPHA_RNA21566_R0	gene_10731
MPHA_RNA21564_R0	gene_10732
LNIG_RNA9076_R1	gene_10733
LNIG_RNA9075_R2	gene_10734
LNIG_RNA9094_R2	gene_10735
LNIG_RNA6598_R1	gene_10736
LNIG_RNA9095_R0	gene_10737
LNIG_RNA9096_R0	gene_10738
LNIG_RNA9097_R0	gene_10741
LHUM_RNA3031_R0	gene_10739
LNIG_RNA9098_R0	gene_10740
AECH_RNA11470_R1	gene_10742
AECH_RNA12002_R0	gene_10743
LNIG_RNA9099_R0	gene_10744
LNIG_RNA9100_R0	gene_10745
LNIG_RNA9101_R0	gene_10748
CBIR_RNA17000_R0	gene_10746
LNIG_RNA9102_R0	gene_10749
LNIG_RNA9103_R0	gene_10747
LHUM_RNA17489_R0	gene_10751
LNIG_RNA9105_R0	gene_10750
LNIG_RNA9106_R0	gene_10752
AECH_RNA18848_R1	gene_10753
LNIG_RNA9108_R0	gene_10754
LNIG_RNA9109_R0	gene_10755
LNIG_RNA9110_R0	gene_10756
LNIG_RNA9111_R0	gene_10758
LNIG_RNA9116_R0	gene_10759
LNIG_RNA11290_R1	gene_10757
LNIG_RNA9116_R1	gene_10760
AECH_RNA2018_R1	gene_10761
LNIG_RNA9117_R0	gene_10762
AMEL_RNA28765_R1	gene_10764
MPHA_RNA4943_R0	gene_10765
LNIG_RNA9118_R0	gene_10763
LNIG_RNA9119_R0	gene_10766
DQUA_RNA440_R1	gene_10767
MPHA_RNA21032_R0	gene_10768
LNIG_RNA9121_R0	gene_10769
LNIG_RNA9122_R0	gene_10770
SINV_RNA20945_R2	gene_10771
LNIG_RNA9123_R0	gene_10772
LNIG_RNA9124_R0	gene_10773
LHUM_RNA7377_R0	gene_10774
LNIG_RNA9126_R0	gene_10775
SINV_RNA18064_R2	gene_10776
LNIG_RNA9127_R0	gene_10778
AECH_RNA11092_R0	gene_10779
DQUA_RNA5439_R0	gene_10780
LNIG_RNA9130_R0	gene_10777
CBIR_RNA16_R0	gene_10781
LNIG_RNA15793_R7	gene_10782
DMEL_RNA11009_R8	gene_10783
LNIG_RNA9131_R0	gene_10786
LNIG_RNA13338_R5	gene_10784
LNIG_RNA9132_R0	gene_10785
LNIG_RNA9133_R0	gene_10787
LNIG_RNA9134_R0	gene_10788
CBIR_RNA10421_R0	gene_10789
AMEL_RNA28593_R0	gene_10790
LNIG_RNA9137_R0	gene_10791
LNIG_RNA9138_R0	gene_10792
LNIG_RNA9139_R0	gene_10793
LNIG_RNA9140_R0	gene_10794
LNIG_RNA9141_R0	gene_10795
SINV_RNA8079_R0	gene_10796
SINV_RNA8257_R0	gene_10797
LNIG_RNA9144_R0	gene_10798
LNIG_RNA9145_R0	gene_10799
LNIG_RNA9146_R0	gene_10800
LNIG_RNA9147_R0	gene_10801
SINV_RNA9121_R0	gene_10802
LHUM_RNA9425_R0	gene_10803
DMEL_RNA30024_R1	gene_10805
LNIG_RNA9149_R0	gene_10804
LNIG_RNA9151_R0	gene_10806
LNIG_RNA9152_R0	gene_10807
NVIT_RNA26240_R9	gene_10808
DQUA_RNA10193_R0	gene_10809
AECH_RNA17816_R0	gene_10810
